,Participant name,Presented Stimulus name,Recording start time,Recording resolution height,Recording resolution width,Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm)
33,1,4,15:48:26.718,1080,1920,385.4,70.1,374.5,91.0
34,1,4,15:48:26.718,1080,1920,377.7,66.0,378.1,90.3
35,1,4,15:48:26.718,1080,1920,378.7,60.6,377.0,91.9
36,1,4,15:48:26.718,1080,1920,382.0,67.8,370.4,90.0
37,1,4,15:48:26.718,1080,1920,381.9,70.5,380.9,80.7
38,1,4,15:48:26.718,1080,1920,391.5,63.1,374.8,88.8
39,1,4,15:48:26.718,1080,1920,382.5,78.3,378.2,90.7
40,1,4,15:48:26.718,1080,1920,387.1,73.0,379.2,92.2
41,1,4,15:48:26.718,1080,1920,395.1,57.6,372.7,89.7
42,1,4,15:48:26.718,1080,1920,397.4,53.1,369.3,89.3
43,1,4,15:48:26.718,1080,1920,383.3,83.7,371.8,88.0
44,1,4,15:48:26.718,1080,1920,386.9,60.9,369.2,92.7
45,1,4,15:48:26.718,1080,1920,382.9,62.4,373.6,92.9
46,1,4,15:48:26.718,1080,1920,384.3,62.3,373.6,93.3
47,1,4,15:48:26.718,1080,1920,385.8,70.4,372.3,90.1
48,1,4,15:48:26.718,1080,1920,384.9,73.9,370.1,91.7
49,1,4,15:48:26.718,1080,1920,381.6,86.4,372.8,92.3
50,1,4,15:48:26.718,1080,1920,381.6,86.4,382.1,85.2
51,1,4,15:48:26.718,1080,1920,381.6,86.5,371.7,86.5
52,1,4,15:48:26.718,1080,1920,374.4,76.0,368.1,88.8
53,1,4,15:48:26.718,1080,1920,347.0,63.8,358.7,86.7
54,1,4,15:48:26.718,1080,1920,340.5,52.8,361.1,83.1
55,1,4,15:48:26.718,1080,1920,337.9,52.4,358.8,84.1
56,1,4,15:48:26.718,1080,1920,339.1,54.2,362.5,86.2
57,1,4,15:48:26.718,1080,1920,320.3,28.3,358.0,87.4
58,1,4,15:48:26.718,1080,1920,320.3,28.3,357.7,86.4
59,1,4,15:48:26.718,1080,1920,350.4,59.8,357.2,83.8
60,1,4,15:48:26.718,1080,1920,340.0,53.6,360.8,81.7
61,1,4,15:48:26.718,1080,1920,339.7,54.3,346.8,79.3
62,1,4,15:48:26.718,1080,1920,335.7,56.1,357.6,88.2
63,1,4,15:48:26.718,1080,1920,336.3,55.5,357.8,88.3
64,1,4,15:48:26.718,1080,1920,336.8,55.7,358.4,85.8
65,1,4,15:48:26.718,1080,1920,313.9,26.9,356.2,76.3
66,1,4,15:48:26.718,1080,1920,313.9,26.9,352.5,66.4
67,1,4,15:48:26.718,1080,1920,315.4,23.9,333.2,48.1
68,1,4,15:48:26.718,1080,1920,313.2,27.9,327.7,39.3
69,1,4,15:48:26.718,1080,1920,308.9,18.8,315.3,30.1
70,1,4,15:48:26.718,1080,1920,317.3,25.1,315.3,30.1
71,1,4,15:48:26.718,1080,1920,320.1,21.4,314.0,25.0
72,1,4,15:48:26.718,1080,1920,320.7,21.4,317.8,19.3
73,1,4,15:48:26.718,1080,1920,311.8,9.0,325.5,18.2
74,1,4,15:48:26.718,1080,1920,311.2,5.9,328.4,24.1
75,1,4,15:48:26.718,1080,1920,310.4,1.7,327.8,23.9
76,1,4,15:48:26.718,1080,1920,309.6,13.0,320.8,18.5
77,1,4,15:48:26.718,1080,1920,313.5,16.2,320.9,18.6
78,1,4,15:48:26.718,1080,1920,326.3,10.1,319.8,24.8
79,1,4,15:48:26.718,1080,1920,326.3,10.1,323.2,29.0
80,1,4,15:48:26.718,1080,1920,321.0,-0.3,322.8,30.0
81,1,4,15:48:26.718,1080,1920,321.1,2.5,322.0,30.0
82,1,4,15:48:26.718,1080,1920,324.8,24.3,322.3,26.9
83,1,4,15:48:26.718,1080,1920,324.9,24.2,323.8,26.3
84,1,4,15:48:26.718,1080,1920,322.4,14.7,322.3,28.9
85,1,4,15:48:26.718,1080,1920,319.3,14.2,325.7,35.7
86,1,4,15:48:26.718,1080,1920,320.7,20.5,350.2,48.0
87,1,4,15:48:26.718,1080,1920,329.8,18.8,350.2,48.0
88,1,4,15:48:26.718,1080,1920,327.2,8.5,357.9,34.5
89,1,4,15:48:26.718,1080,1920,325.8,13.4,357.5,32.7
90,1,4,15:48:26.718,1080,1920,324.1,13.5,351.9,25.7
91,1,4,15:48:26.718,1080,1920,322.4,11.4,352.2,24.5
92,1,4,15:48:26.718,1080,1920,322.0,10.6,352.7,25.4
93,1,4,15:48:26.718,1080,1920,328.3,13.2,355.9,31.3
94,1,4,15:48:26.718,1080,1920,333.0,12.6,355.7,31.4
95,1,4,15:48:26.718,1080,1920,332.9,14.6,353.1,35.6
96,1,4,15:48:26.718,1080,1920,331.8,14.0,356.1,35.4
97,1,4,15:48:26.718,1080,1920,328.0,11.1,356.5,35.0
98,1,4,15:48:26.718,1080,1920,326.0,7.2,358.8,26.9
99,1,4,15:48:26.718,1080,1920,338.8,4.4,354.5,21.4
100,1,4,15:48:26.718,1080,1920,341.6,0.2,358.0,17.5
101,1,4,15:48:26.718,1080,1920,334.2,-1.3,357.5,14.5
102,1,4,15:48:26.718,1080,1920,333.4,-1.7,356.1,15.0
103,1,4,15:48:26.718,1080,1920,331.0,-4.7,355.1,12.8
104,1,4,15:48:26.718,1080,1920,323.1,-2.1,354.6,10.2
105,1,4,15:48:26.718,1080,1920,323.3,2.0,354.5,10.3
106,1,4,15:48:26.718,1080,1920,334.6,1.1,354.4,11.2
107,1,4,15:48:26.718,1080,1920,332.8,9.7,355.3,8.1
108,1,4,15:48:26.718,1080,1920,334.8,10.0,354.7,8.1
109,1,4,15:48:26.718,1080,1920,332.5,9.5,350.2,9.9
110,1,4,15:48:26.718,1080,1920,332.6,12.2,346.3,-3.3
111,1,4,15:48:26.718,1080,1920,332.2,11.1,344.0,-3.8
112,1,4,15:48:26.718,1080,1920,332.4,9.3,353.4,12.9
113,1,4,15:48:26.718,1080,1920,333.2,7.3,356.4,11.2
114,1,4,15:48:26.718,1080,1920,328.6,1.3,359.8,12.9
115,1,4,15:48:26.718,1080,1920,325.5,4.9,358.6,12.6
116,1,4,15:48:26.718,1080,1920,326.2,22.8,354.8,14.2
117,1,4,15:48:26.718,1080,1920,323.9,12.9,355.0,7.7
118,1,4,15:48:26.718,1080,1920,333.1,21.5,358.3,10.8
119,1,4,15:48:26.718,1080,1920,332.6,8.1,359.0,11.1
120,1,4,15:48:26.718,1080,1920,333.3,9.4,364.1,26.3
121,1,4,15:48:26.718,1080,1920,335.3,10.9,352.3,12.5
122,1,4,15:48:26.718,1080,1920,335.3,7.1,352.9,12.3
123,1,4,15:48:26.718,1080,1920,338.4,7.5,351.3,9.8
124,1,4,15:48:26.718,1080,1920,336.1,3.4,350.9,8.2
125,1,4,15:48:26.718,1080,1920,337.5,4.6,349.6,10.2
126,1,4,15:48:26.718,1080,1920,335.5,3.8,346.7,10.2
127,1,4,15:48:26.718,1080,1920,336.2,5.4,349.1,15.1
128,1,4,15:48:26.718,1080,1920,334.8,7.3,349.9,15.3
129,1,4,15:48:26.718,1080,1920,334.6,6.8,354.4,14.9
130,1,4,15:48:26.718,1080,1920,332.9,7.0,353.8,13.2
131,1,4,15:48:26.718,1080,1920,333.1,7.1,353.0,13.2
132,1,4,15:48:26.718,1080,1920,332.1,8.3,352.4,25.1
133,1,4,15:48:26.718,1080,1920,331.2,4.1,356.1,28.8
134,1,4,15:48:26.718,1080,1920,328.0,7.8,356.1,28.8
135,1,4,15:48:26.718,1080,1920,326.1,5.9,357.7,17.6
136,1,4,15:48:26.718,1080,1920,329.6,17.7,353.4,16.3
137,1,4,15:48:26.718,1080,1920,329.4,16.1,350.3,14.2
138,1,4,15:48:26.718,1080,1920,329.2,16.1,344.9,26.0
139,1,4,15:48:26.718,1080,1920,335.9,14.7,351.1,26.8
140,1,4,15:48:26.718,1080,1920,337.9,18.8,351.1,26.8
141,1,4,15:48:26.718,1080,1920,337.9,18.8,352.6,27.9
142,1,4,15:48:26.718,1080,1920,331.8,9.0,351.2,27.5
143,1,4,15:48:26.718,1080,1920,336.0,11.1,351.2,27.5
144,1,4,15:48:26.718,1080,1920,334.2,9.1,348.1,15.5
145,1,4,15:48:26.718,1080,1920,336.9,11.8,346.2,12.3
146,1,4,15:48:26.718,1080,1920,335.5,10.0,346.7,15.4
147,1,4,15:48:26.718,1080,1920,329.2,5.7,340.3,14.5
148,1,4,15:48:26.718,1080,1920,332.4,6.4,348.4,20.8
149,1,4,15:48:26.718,1080,1920,331.9,15.3,347.6,20.6
150,1,4,15:48:26.718,1080,1920,338.1,17.0,348.8,22.5
151,1,4,15:48:26.718,1080,1920,334.6,14.2,357.9,30.4
152,1,4,15:48:26.718,1080,1920,339.4,10.3,364.7,40.4
153,1,4,15:48:26.718,1080,1920,339.7,12.4,366.0,40.7
154,1,4,15:48:26.718,1080,1920,337.9,18.6,364.0,43.6
155,1,4,15:48:26.718,1080,1920,339.4,16.4,365.3,41.2
156,1,4,15:48:26.718,1080,1920,336.7,19.7,366.2,41.7
157,1,4,15:48:26.718,1080,1920,339.3,19.9,368.7,42.6
158,1,4,15:48:26.718,1080,1920,338.3,20.6,369.5,42.3
159,1,4,15:48:26.718,1080,1920,338.2,19.7,360.6,46.5
160,1,4,15:48:26.718,1080,1920,333.4,5.1,361.9,47.2
161,1,4,15:48:26.718,1080,1920,337.8,13.8,361.7,48.6
162,1,4,15:48:26.718,1080,1920,337.8,14.1,361.7,46.0
163,1,4,15:48:26.718,1080,1920,342.9,16.2,360.6,45.0
164,1,4,15:48:26.718,1080,1920,342.8,17.2,359.6,44.0
165,1,4,15:48:26.718,1080,1920,342.2,18.7,364.1,44.9
166,1,4,15:48:26.718,1080,1920,325.1,13.7,364.0,45.8
167,1,4,15:48:26.718,1080,1920,325.1,13.7,360.3,53.6
168,1,4,15:48:26.718,1080,1920,326.4,14.2,353.0,57.6
169,1,4,15:48:26.718,1080,1920,338.2,23.9,351.4,61.4
170,1,4,15:48:26.718,1080,1920,335.8,26.0,353.7,58.8
171,1,4,15:48:26.718,1080,1920,332.3,26.3,360.9,54.5
172,1,4,15:48:26.718,1080,1920,330.5,22.7,364.1,52.3
173,1,4,15:48:26.718,1080,1920,329.5,24.6,364.7,52.4
174,1,4,15:48:26.718,1080,1920,319.1,14.0,359.9,51.5
175,1,4,15:48:26.718,1080,1920,318.8,13.9,359.1,50.9
176,1,4,15:48:26.718,1080,1920,328.2,17.6,363.2,50.0
177,1,4,15:48:26.718,1080,1920,329.8,15.3,362.2,51.1
178,1,4,15:48:26.718,1080,1920,329.8,15.3,363.6,49.5
179,1,4,15:48:26.718,1080,1920,334.1,18.4,365.2,51.2
180,1,4,15:48:26.718,1080,1920,336.8,24.1,365.2,51.2
181,1,4,15:48:26.718,1080,1920,354.8,23.9,366.4,44.1
182,1,4,15:48:26.718,1080,1920,352.8,28.1,364.7,44.0
183,1,4,15:48:26.718,1080,1920,339.3,18.7,358.5,50.2
184,1,4,15:48:26.718,1080,1920,323.6,1.5,355.7,50.7
185,1,4,15:48:26.718,1080,1920,326.4,5.5,356.2,49.7
186,1,4,15:48:26.718,1080,1920,341.7,32.6,357.2,51.4
187,1,4,15:48:26.718,1080,1920,342.1,27.4,358.3,52.2
188,1,4,15:48:26.718,1080,1920,335.6,25.1,360.8,47.8
189,1,4,15:48:26.718,1080,1920,335.7,27.3,361.1,46.1
190,1,4,15:48:26.718,1080,1920,346.3,3.4,354.9,40.9
191,1,4,15:48:26.718,1080,1920,346.3,3.4,352.0,44.0
192,1,4,15:48:26.718,1080,1920,331.0,7.5,351.7,43.9
193,1,4,15:48:26.718,1080,1920,330.6,11.7,353.8,56.1
194,1,4,15:48:26.718,1080,1920,330.6,11.7,352.0,55.1
195,1,4,15:48:26.718,1080,1920,325.3,10.5,352.0,47.1
196,1,4,15:48:26.718,1080,1920,325.2,10.5,353.1,57.0
197,1,4,15:48:26.718,1080,1920,326.0,14.4,349.5,57.7
198,1,4,15:48:26.718,1080,1920,327.1,18.1,353.5,61.7
199,1,4,15:48:26.718,1080,1920,327.1,18.1,357.4,53.2
200,1,4,15:48:26.718,1080,1920,334.9,16.2,363.3,50.4
201,1,4,15:48:26.718,1080,1920,336.4,14.6,359.1,47.1
202,1,4,15:48:26.718,1080,1920,336.4,14.6,346.4,56.2
203,1,4,15:48:26.718,1080,1920,330.6,16.4,346.4,56.2
204,1,4,15:48:26.718,1080,1920,337.1,31.2,350.9,55.7
205,1,4,15:48:26.718,1080,1920,337.0,30.3,362.1,44.7
206,1,4,15:48:26.718,1080,1920,329.9,16.2,359.9,43.2
207,1,4,15:48:26.718,1080,1920,334.5,17.8,360.0,39.8
208,1,4,15:48:26.718,1080,1920,334.0,11.6,364.7,36.9
209,1,4,15:48:26.718,1080,1920,336.2,12.7,359.6,39.5
210,1,4,15:48:26.718,1080,1920,335.2,14.2,357.9,38.7
211,1,4,15:48:26.718,1080,1920,335.9,14.2,352.1,42.4
212,1,4,15:48:26.718,1080,1920,338.7,12.8,354.5,38.8
213,1,4,15:48:26.718,1080,1920,336.1,18.3,352.4,36.3
214,1,4,15:48:26.718,1080,1920,338.1,13.0,352.9,36.1
215,1,4,15:48:26.718,1080,1920,340.9,16.1,350.8,38.1
216,1,4,15:48:26.718,1080,1920,338.4,18.6,359.5,37.1
217,1,4,15:48:26.718,1080,1920,338.3,20.0,360.1,37.4
218,1,4,15:48:26.718,1080,1920,330.4,17.7,369.4,36.8
219,1,4,15:48:26.718,1080,1920,332.6,18.0,367.1,36.3
220,1,4,15:48:26.718,1080,1920,333.4,19.9,366.8,33.8
221,1,4,15:48:26.718,1080,1920,327.6,20.2,358.8,35.7
222,1,4,15:48:26.718,1080,1920,336.7,21.2,357.8,38.5
223,1,4,15:48:26.718,1080,1920,336.7,21.2,357.5,38.8
224,1,4,15:48:26.718,1080,1920,344.7,23.0,356.2,40.3
225,1,4,15:48:26.718,1080,1920,344.0,25.0,351.8,40.0
226,1,4,15:48:26.718,1080,1920,341.9,28.1,355.4,40.8
227,1,4,15:48:26.718,1080,1920,340.5,30.2,355.7,41.0
228,1,4,15:48:26.718,1080,1920,341.9,30.1,360.1,38.5
229,1,4,15:48:26.718,1080,1920,337.7,30.1,358.7,39.2
230,1,4,15:48:26.718,1080,1920,335.8,29.5,354.8,35.6
231,1,4,15:48:26.718,1080,1920,318.4,33.8,352.0,32.6
232,1,4,15:48:26.718,1080,1920,317.9,28.0,346.9,28.5
233,1,4,15:48:26.718,1080,1920,318.2,24.6,346.4,29.2
234,1,4,15:48:26.718,1080,1920,324.9,14.9,341.1,33.9
235,1,4,15:48:26.718,1080,1920,323.4,16.6,338.8,31.8
236,1,4,15:48:26.718,1080,1920,323.4,16.6,338.3,33.4
237,1,4,15:48:26.718,1080,1920,316.5,14.3,343.2,31.4
238,1,4,15:48:26.718,1080,1920,316.4,14.3,344.7,30.7
239,1,4,15:48:26.718,1080,1920,316.8,10.9,347.7,24.6
240,1,4,15:48:26.718,1080,1920,327.7,18.9,347.4,27.2
241,1,4,15:48:26.718,1080,1920,329.1,14.7,347.6,26.6
242,1,4,15:48:26.718,1080,1920,329.3,16.3,341.7,44.9
243,1,4,15:48:26.718,1080,1920,325.0,18.0,337.2,36.2
244,1,4,15:48:26.718,1080,1920,323.6,19.0,334.9,37.1
245,1,4,15:48:26.718,1080,1920,327.0,17.6,336.8,37.3
246,1,4,15:48:26.718,1080,1920,327.5,18.5,337.1,36.1
247,1,4,15:48:26.718,1080,1920,331.3,15.1,342.3,32.2
248,1,4,15:48:26.718,1080,1920,327.6,13.0,349.4,30.8
249,1,4,15:48:26.718,1080,1920,328.0,13.5,349.4,31.3
250,1,4,15:48:26.718,1080,1920,318.6,12.2,348.3,31.0
251,1,4,15:48:26.718,1080,1920,337.6,20.5,347.2,31.3
252,1,4,15:48:26.718,1080,1920,335.9,20.3,347.1,30.0
253,1,4,15:48:26.718,1080,1920,335.8,20.3,339.6,36.6
254,1,4,15:48:26.718,1080,1920,328.4,20.9,334.4,36.2
255,1,4,15:48:26.718,1080,1920,330.0,7.9,335.1,37.4
256,1,4,15:48:26.718,1080,1920,329.8,9.5,340.2,32.1
257,1,4,15:48:26.718,1080,1920,329.2,5.2,340.2,32.2
258,1,4,15:48:26.718,1080,1920,327.3,7.9,339.8,29.6
259,1,4,15:48:26.718,1080,1920,325.9,8.5,338.3,30.0
260,1,4,15:48:26.718,1080,1920,326.7,9.6,339.3,33.6
261,1,4,15:48:26.718,1080,1920,326.9,7.3,339.1,36.3
262,1,4,15:48:26.718,1080,1920,328.8,7.3,338.4,36.3
263,1,4,15:48:26.718,1080,1920,327.7,5.6,340.0,34.8
264,1,4,15:48:26.718,1080,1920,328.3,7.8,338.9,34.2
265,1,4,15:48:26.718,1080,1920,329.7,8.9,340.2,33.8
266,1,4,15:48:26.718,1080,1920,322.6,-3.5,332.6,33.0
267,1,4,15:48:26.718,1080,1920,322.6,-3.5,329.6,33.1
268,1,4,15:48:26.718,1080,1920,317.9,12.3,328.0,32.0
269,1,4,15:48:26.718,1080,1920,323.3,15.1,326.7,31.7
270,1,4,15:48:26.718,1080,1920,324.8,13.3,328.5,34.7
271,1,4,15:48:26.718,1080,1920,324.9,10.0,322.9,35.8
272,1,4,15:48:26.718,1080,1920,321.7,10.3,333.8,34.0
273,1,4,15:48:26.718,1080,1920,321.9,10.6,334.0,30.9
274,1,4,15:48:26.718,1080,1920,320.1,12.8,340.6,28.6
275,1,4,15:48:26.718,1080,1920,322.5,11.4,331.8,29.7
276,1,4,15:48:26.718,1080,1920,328.5,11.9,329.3,32.8
277,1,4,15:48:26.718,1080,1920,326.5,12.4,331.4,28.8
278,1,4,15:48:26.718,1080,1920,328.0,11.1,331.2,30.1
279,1,4,15:48:26.718,1080,1920,326.2,12.5,330.5,30.1
280,1,4,15:48:26.718,1080,1920,323.7,13.6,330.8,34.4
281,1,4,15:48:26.718,1080,1920,321.6,16.5,332.0,32.4
282,1,4,15:48:26.718,1080,1920,323.3,6.9,333.7,32.6
283,1,4,15:48:26.718,1080,1920,325.4,13.0,340.0,33.8
284,1,4,15:48:26.718,1080,1920,327.3,11.6,339.2,36.6
285,1,4,15:48:26.718,1080,1920,319.1,13.4,327.3,29.7
286,1,4,15:48:26.718,1080,1920,305.7,21.8,327.3,29.7
287,1,4,15:48:26.718,1080,1920,293.8,24.7,314.3,34.0
288,1,4,15:48:26.718,1080,1920,290.3,24.1,316.3,26.8
289,1,4,15:48:26.718,1080,1920,283.3,13.4,303.3,23.0
290,1,4,15:48:26.718,1080,1920,288.6,18.4,304.4,21.3
291,1,4,15:48:26.718,1080,1920,291.1,19.0,290.1,29.4
292,1,4,15:48:26.718,1080,1920,292.8,15.3,296.2,29.4
293,1,4,15:48:26.718,1080,1920,293.3,16.6,295.6,30.9
294,1,4,15:48:26.718,1080,1920,289.2,16.7,292.5,29.6
295,1,4,15:48:26.718,1080,1920,289.8,19.5,289.6,22.9
296,1,4,15:48:26.718,1080,1920,284.0,13.4,290.6,22.5
297,1,4,15:48:26.718,1080,1920,294.3,23.8,293.4,21.0
298,1,4,15:48:26.718,1080,1920,294.0,22.2,301.6,36.5
299,1,4,15:48:26.718,1080,1920,293.1,22.2,301.5,38.5
300,1,4,15:48:26.718,1080,1920,290.1,23.8,292.0,27.8
301,1,4,15:48:26.718,1080,1920,291.7,25.4,292.4,33.8
302,1,4,15:48:26.718,1080,1920,293.5,24.8,293.1,33.6
303,1,4,15:48:26.718,1080,1920,298.9,33.7,293.1,36.1
304,1,4,15:48:26.718,1080,1920,298.5,40.0,290.5,37.1
305,1,4,15:48:26.718,1080,1920,293.4,41.8,288.8,39.0
306,1,4,15:48:26.718,1080,1920,287.4,24.2,286.4,38.7
307,1,4,15:48:26.718,1080,1920,287.8,24.9,285.2,39.2
308,1,4,15:48:26.718,1080,1920,286.8,56.2,293.8,36.8
309,1,4,15:48:26.718,1080,1920,287.1,54.6,293.7,42.9
310,1,4,15:48:26.718,1080,1920,295.3,34.9,297.4,40.9
311,1,4,15:48:26.718,1080,1920,290.1,33.1,294.2,43.1
312,1,4,15:48:26.718,1080,1920,289.8,37.2,294.7,40.1
313,1,4,15:48:26.718,1080,1920,290.0,36.1,307.5,35.4
314,1,4,15:48:26.718,1080,1920,289.6,36.4,309.7,36.6
315,1,4,15:48:26.718,1080,1920,288.3,36.5,309.5,36.3
316,1,4,15:48:26.718,1080,1920,288.5,43.9,292.1,33.6
317,1,4,15:48:26.718,1080,1920,292.3,47.1,292.1,33.6
318,1,4,15:48:26.718,1080,1920,289.8,37.7,292.9,32.3
319,1,4,15:48:26.718,1080,1920,285.4,30.0,291.9,30.6
320,1,4,15:48:26.718,1080,1920,283.4,27.8,291.9,30.7
321,1,4,15:48:26.718,1080,1920,285.9,28.0,295.1,36.9
322,1,4,15:48:26.718,1080,1920,288.7,22.7,297.8,37.6
323,1,4,15:48:26.718,1080,1920,291.7,24.0,295.8,35.4
324,1,4,15:48:26.718,1080,1920,291.7,23.9,295.5,36.5
325,1,4,15:48:26.718,1080,1920,295.0,36.7,293.1,38.1
326,1,4,15:48:26.718,1080,1920,293.2,43.2,292.8,40.7
327,1,4,15:48:26.718,1080,1920,292.6,41.8,290.9,36.9
328,1,4,15:48:26.718,1080,1920,290.0,30.8,294.1,43.9
329,1,4,15:48:26.718,1080,1920,291.0,31.0,293.2,44.5
330,1,4,15:48:26.718,1080,1920,292.2,30.1,295.4,50.5
331,1,4,15:48:26.718,1080,1920,289.9,30.1,292.8,29.8
332,1,4,15:48:26.718,1080,1920,291.7,23.9,290.2,33.8
333,1,4,15:48:26.718,1080,1920,290.5,25.9,289.3,35.9
334,1,4,15:48:26.718,1080,1920,290.7,27.7,288.2,36.4
335,1,4,15:48:26.718,1080,1920,282.3,15.8,294.4,39.0
336,1,4,15:48:26.718,1080,1920,290.0,22.0,293.2,41.9
337,1,4,15:48:26.718,1080,1920,288.7,19.6,293.0,44.7
338,1,4,15:48:26.718,1080,1920,290.3,17.4,288.5,45.4
339,1,4,15:48:26.718,1080,1920,289.1,22.0,287.8,44.4
340,1,4,15:48:26.718,1080,1920,283.1,7.5,287.3,41.7
341,1,4,15:48:26.718,1080,1920,285.7,27.5,287.3,44.6
342,1,4,15:48:26.718,1080,1920,286.7,29.2,289.5,42.4
343,1,4,15:48:26.718,1080,1920,287.6,44.0,292.5,36.3
344,1,4,15:48:26.718,1080,1920,286.1,41.4,292.5,36.3
345,1,4,15:48:26.718,1080,1920,284.7,38.3,292.7,41.6
346,1,4,15:48:26.718,1080,1920,297.1,37.9,289.6,41.2
347,1,4,15:48:26.718,1080,1920,297.1,37.9,285.1,39.0
348,1,4,15:48:26.718,1080,1920,275.7,26.9,275.3,40.1
349,1,4,15:48:26.718,1080,1920,257.7,25.4,272.0,40.9
350,1,4,15:48:26.718,1080,1920,246.8,35.2,262.6,37.5
351,1,4,15:48:26.718,1080,1920,242.5,34.6,257.1,36.8
352,1,4,15:48:26.718,1080,1920,244.4,32.9,255.5,33.3
353,1,4,15:48:26.718,1080,1920,247.2,23.1,259.4,35.0
354,1,4,15:48:26.718,1080,1920,246.1,22.6,258.7,35.5
355,1,4,15:48:26.718,1080,1920,244.8,21.7,248.3,33.6
356,1,4,15:48:26.718,1080,1920,244.9,20.3,247.1,36.4
357,1,4,15:48:26.718,1080,1920,248.9,19.9,256.2,41.6
358,1,4,15:48:26.718,1080,1920,251.5,21.5,252.6,40.8
359,1,4,15:48:26.718,1080,1920,254.2,26.2,258.5,47.1
360,1,4,15:48:26.718,1080,1920,258.7,45.0,255.4,40.2
361,1,4,15:48:26.718,1080,1920,258.7,45.0,252.2,41.1
362,1,4,15:48:26.718,1080,1920,253.1,29.1,251.6,37.7
363,1,4,15:48:26.718,1080,1920,253.5,23.4,248.7,35.8
364,1,4,15:48:26.718,1080,1920,249.9,31.2,255.6,35.6
365,1,4,15:48:26.718,1080,1920,250.9,30.2,256.4,33.6
366,1,4,15:48:26.718,1080,1920,245.5,14.1,254.0,34.6
367,1,4,15:48:26.718,1080,1920,252.2,14.8,250.0,33.6
368,1,4,15:48:26.718,1080,1920,252.3,16.1,254.2,38.1
369,1,4,15:48:26.718,1080,1920,243.2,28.5,253.7,39.1
370,1,4,15:48:26.718,1080,1920,241.1,30.6,252.7,37.6
371,1,4,15:48:26.718,1080,1920,237.3,31.6,247.9,39.0
372,1,4,15:48:26.718,1080,1920,239.6,22.8,249.6,35.7
373,1,4,15:48:26.718,1080,1920,240.6,22.6,248.6,33.1
374,1,4,15:48:26.718,1080,1920,239.5,23.0,247.4,28.9
375,1,4,15:48:26.718,1080,1920,240.2,25.1,247.4,28.9
376,1,4,15:48:26.718,1080,1920,240.9,29.0,251.9,33.2
377,1,4,15:48:26.718,1080,1920,259.9,30.0,252.4,32.2
378,1,4,15:48:26.718,1080,1920,289.5,23.9,330.1,42.9
379,1,4,15:48:26.718,1080,1920,334.5,8.2,357.6,43.4
380,1,4,15:48:26.718,1080,1920,346.9,38.5,374.5,50.3
381,1,4,15:48:26.718,1080,1920,344.2,27.6,353.0,47.2
382,1,4,15:48:26.718,1080,1920,342.7,17.1,356.9,45.9
